edges,edge_labels,query_edge,query_label,story_id
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (3, 3), (0, 4), (1, 4), (0, 1), (2, 4), (1, 1), (1, 2), (1, 0), (3, 4), (1, 1), (1, 1), (2, 2), (0, 3), (3, 3), (0, 0)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'is_female', 'living_in', 'living_in', 'living_in_same_place', 'living_in', 'is_male', 'living_in_same_place', 'living_in_same_place', 'living_in', 'is_underage', 'no_daughters', 'no_daughters', 'living_in_same_place', 'is_underage', 'no_brothers']","(3, 2)",['living_in_same_place'],157
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (3, 3), (0, 4), (1, 4), (0, 1), (2, 4), (1, 1), (1, 2), (1, 0), (3, 4), (1, 1), (1, 1), (2, 2), (0, 3), (3, 3), (0, 0)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'is_female', 'living_in', 'living_in', 'living_in_same_place', 'living_in', 'is_male', 'living_in_same_place', 'living_in_same_place', 'living_in', 'is_underage', 'no_daughters', 'no_daughters', 'living_in_same_place', 'is_underage', 'no_brothers']","(0, 2)",['living_in_same_place'],157
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (3, 3), (0, 4), (1, 4), (0, 1), (2, 4), (1, 1), (1, 2), (1, 0), (3, 4), (1, 1), (1, 1), (2, 2), (0, 3), (3, 3), (0, 0)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'is_female', 'living_in', 'living_in', 'living_in_same_place', 'living_in', 'is_male', 'living_in_same_place', 'living_in_same_place', 'living_in', 'is_underage', 'no_daughters', 'no_daughters', 'living_in_same_place', 'is_underage', 'no_brothers']","(2, 1)",['living_in_same_place'],157
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (3, 3), (0, 4), (1, 4), (0, 1), (2, 4), (1, 1), (1, 2), (1, 0), (3, 4), (1, 1), (1, 1), (2, 2), (0, 3), (3, 3), (0, 0)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'is_female', 'living_in', 'living_in', 'living_in_same_place', 'living_in', 'is_male', 'living_in_same_place', 'living_in_same_place', 'living_in', 'is_underage', 'no_daughters', 'no_daughters', 'living_in_same_place', 'is_underage', 'no_brothers']","(1, 3)",['living_in_same_place'],157
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (3, 3), (0, 4), (1, 4), (0, 1), (2, 4), (1, 1), (1, 2), (1, 0), (3, 4), (1, 1), (1, 1), (2, 2), (0, 3), (3, 3), (0, 0)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'is_female', 'living_in', 'living_in', 'living_in_same_place', 'living_in', 'is_male', 'living_in_same_place', 'living_in_same_place', 'living_in', 'is_underage', 'no_daughters', 'no_daughters', 'living_in_same_place', 'is_underage', 'no_brothers']","(2, 3)",['living_in_same_place'],157
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (3, 3), (0, 4), (1, 4), (0, 1), (2, 4), (1, 1), (1, 2), (1, 0), (3, 4), (1, 1), (1, 1), (2, 2), (0, 3), (3, 3), (0, 0)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'is_female', 'living_in', 'living_in', 'living_in_same_place', 'living_in', 'is_male', 'living_in_same_place', 'living_in_same_place', 'living_in', 'is_underage', 'no_daughters', 'no_daughters', 'living_in_same_place', 'is_underage', 'no_brothers']","(3, 1)",['living_in_same_place'],157
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (3, 3), (0, 4), (1, 4), (0, 1), (2, 4), (1, 1), (1, 2), (1, 0), (3, 4), (1, 1), (1, 1), (2, 2), (0, 3), (3, 3), (0, 0)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'is_female', 'living_in', 'living_in', 'living_in_same_place', 'living_in', 'is_male', 'living_in_same_place', 'living_in_same_place', 'living_in', 'is_underage', 'no_daughters', 'no_daughters', 'living_in_same_place', 'is_underage', 'no_brothers']","(2, 0)",['living_in_same_place'],157
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (3, 3), (0, 4), (1, 4), (0, 1), (2, 4), (1, 1), (1, 2), (1, 0), (3, 4), (1, 1), (1, 1), (2, 2), (0, 3), (3, 3), (0, 0)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'is_female', 'living_in', 'living_in', 'living_in_same_place', 'living_in', 'is_male', 'living_in_same_place', 'living_in_same_place', 'living_in', 'is_underage', 'no_daughters', 'no_daughters', 'living_in_same_place', 'is_underage', 'no_brothers']","(3, 0)",['living_in_same_place'],157
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (1, 1), (0, 0), (3, 3), (2, 4), (3, 0), (0, 0), (3, 3), (0, 4), (1, 4), (1, 2), (2, 2), (2, 2)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'is_female', 'is_underage', 'no_daughters', 'living_in', 'maternal_grandfather_of', 'is_female', 'is_underage', 'living_in', 'living_in', 'living_in_same_place', 'is_underage', 'no_brothers']","(2, 1)",['living_in_same_place'],158
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (2, 7), (1, 1), (0, 7), (4, 1), (4, 2), (3, 6), (1, 1), (3, 3), (0, 5), (3, 3), (3, 3), (1, 2), (3, 3), (4, 4), (5, 7), (2, 2), (0, 0), (4, 7), (0, 5), (1, 1), (5, 0)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'is_place', 'living_in', 'is_underage', 'living_in', 'living_in_same_place', 'living_in_same_place', 'living_in', 'no_sons', 'is_female', 'niece_of', 'no_sons', 'is_underage', 'living_in_same_place', 'no_sisters', 'is_female', 'living_in', 'is_underage', 'no_brothers', 'maternal_grandparent_of', 'living_in_same_place', 'no_brothers', 'living_in_same_place']","(0, 0)","['no_brothers', 'is_female']",159
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (2, 7), (1, 1), (0, 7), (4, 1), (4, 2), (3, 6), (1, 1), (3, 3), (0, 5), (3, 3), (3, 3), (1, 2), (3, 3), (4, 4), (5, 7), (2, 2), (0, 0), (4, 7), (0, 5), (1, 1), (5, 0)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'is_place', 'living_in', 'is_underage', 'living_in', 'living_in_same_place', 'living_in_same_place', 'living_in', 'no_sons', 'is_female', 'niece_of', 'no_sons', 'is_underage', 'living_in_same_place', 'no_sisters', 'is_female', 'living_in', 'is_underage', 'no_brothers', 'maternal_grandparent_of', 'living_in_same_place', 'no_brothers', 'living_in_same_place']","(2, 4)",['living_in_same_place'],159
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (2, 7), (1, 1), (0, 7), (4, 1), (4, 2), (3, 6), (1, 1), (3, 3), (0, 5), (3, 3), (3, 3), (1, 2), (3, 3), (4, 4), (5, 7), (2, 2), (0, 0), (4, 7), (0, 5), (1, 1), (5, 0)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'is_place', 'living_in', 'is_underage', 'living_in', 'living_in_same_place', 'living_in_same_place', 'living_in', 'no_sons', 'is_female', 'niece_of', 'no_sons', 'is_underage', 'living_in_same_place', 'no_sisters', 'is_female', 'living_in', 'is_underage', 'no_brothers', 'maternal_grandparent_of', 'living_in_same_place', 'no_brothers', 'living_in_same_place']","(0, 5)","['niece_of', 'living_in_same_place', 'nibling_of']",159
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (2, 7), (1, 1), (0, 7), (4, 1), (4, 2), (3, 6), (1, 1), (3, 3), (0, 5), (3, 3), (3, 3), (1, 2), (3, 3), (4, 4), (5, 7), (2, 2), (0, 0), (4, 7), (0, 5), (1, 1), (5, 0)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'is_place', 'living_in', 'is_underage', 'living_in', 'living_in_same_place', 'living_in_same_place', 'living_in', 'no_sons', 'is_female', 'niece_of', 'no_sons', 'is_underage', 'living_in_same_place', 'no_sisters', 'is_female', 'living_in', 'is_underage', 'no_brothers', 'maternal_grandparent_of', 'living_in_same_place', 'no_brothers', 'living_in_same_place']","(4, 6)",['Not_living_in'],159
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (2, 7), (1, 1), (0, 7), (4, 1), (4, 2), (3, 6), (1, 1), (3, 3), (0, 5), (3, 3), (3, 3), (1, 2), (3, 3), (4, 4), (5, 7), (2, 2), (0, 0), (4, 7), (0, 5), (1, 1), (5, 0)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'is_place', 'living_in', 'is_underage', 'living_in', 'living_in_same_place', 'living_in_same_place', 'living_in', 'no_sons', 'is_female', 'niece_of', 'no_sons', 'is_underage', 'living_in_same_place', 'no_sisters', 'is_female', 'living_in', 'is_underage', 'no_brothers', 'maternal_grandparent_of', 'living_in_same_place', 'no_brothers', 'living_in_same_place']","(2, 1)",['living_in_same_place'],159
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (2, 7), (1, 1), (0, 7), (4, 1), (4, 2), (3, 6), (1, 1), (3, 3), (0, 5), (3, 3), (3, 3), (1, 2), (3, 3), (4, 4), (5, 7), (2, 2), (0, 0), (4, 7), (0, 5), (1, 1), (5, 0)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'is_place', 'living_in', 'is_underage', 'living_in', 'living_in_same_place', 'living_in_same_place', 'living_in', 'no_sons', 'is_female', 'niece_of', 'no_sons', 'is_underage', 'living_in_same_place', 'no_sisters', 'is_female', 'living_in', 'is_underage', 'no_brothers', 'maternal_grandparent_of', 'living_in_same_place', 'no_brothers', 'living_in_same_place']","(0, 6)",['Not_living_in'],159
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (2, 7), (1, 1), (0, 7), (4, 1), (4, 2), (3, 6), (1, 1), (3, 3), (0, 5), (3, 3), (3, 3), (1, 2), (3, 3), (4, 4), (5, 7), (2, 2), (0, 0), (4, 7), (0, 5), (1, 1), (5, 0)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'is_place', 'living_in', 'is_underage', 'living_in', 'living_in_same_place', 'living_in_same_place', 'living_in', 'no_sons', 'is_female', 'niece_of', 'no_sons', 'is_underage', 'living_in_same_place', 'no_sisters', 'is_female', 'living_in', 'is_underage', 'no_brothers', 'maternal_grandparent_of', 'living_in_same_place', 'no_brothers', 'living_in_same_place']","(1, 7)",['living_in'],159
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (2, 7), (1, 1), (0, 7), (4, 1), (4, 2), (3, 6), (1, 1), (3, 3), (0, 5), (3, 3), (3, 3), (1, 2), (3, 3), (4, 4), (5, 7), (2, 2), (0, 0), (4, 7), (0, 5), (1, 1), (5, 0)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'is_place', 'living_in', 'is_underage', 'living_in', 'living_in_same_place', 'living_in_same_place', 'living_in', 'no_sons', 'is_female', 'niece_of', 'no_sons', 'is_underage', 'living_in_same_place', 'no_sisters', 'is_female', 'living_in', 'is_underage', 'no_brothers', 'maternal_grandparent_of', 'living_in_same_place', 'no_brothers', 'living_in_same_place']","(1, 4)",['living_in_same_place'],159
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (2, 7), (1, 1), (0, 7), (4, 1), (4, 2), (3, 6), (1, 1), (3, 3), (0, 5), (3, 3), (3, 3), (1, 2), (3, 3), (4, 4), (5, 7), (2, 2), (0, 0), (4, 7), (0, 5), (1, 1), (5, 0)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'is_place', 'living_in', 'is_underage', 'living_in', 'living_in_same_place', 'living_in_same_place', 'living_in', 'no_sons', 'is_female', 'niece_of', 'no_sons', 'is_underage', 'living_in_same_place', 'no_sisters', 'is_female', 'living_in', 'is_underage', 'no_brothers', 'maternal_grandparent_of', 'living_in_same_place', 'no_brothers', 'living_in_same_place']","(4, 7)","['maternal_grandparent_of', 'living_in']",159
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (2, 7), (1, 1), (0, 7), (4, 1), (4, 2), (3, 6), (1, 1), (3, 3), (0, 5), (3, 3), (3, 3), (1, 2), (3, 3), (4, 4), (5, 7), (2, 2), (0, 0), (4, 7), (0, 5), (1, 1), (5, 0)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'is_place', 'living_in', 'is_underage', 'living_in', 'living_in_same_place', 'living_in_same_place', 'living_in', 'no_sons', 'is_female', 'niece_of', 'no_sons', 'is_underage', 'living_in_same_place', 'no_sisters', 'is_female', 'living_in', 'is_underage', 'no_brothers', 'maternal_grandparent_of', 'living_in_same_place', 'no_brothers', 'living_in_same_place']","(5, 6)",['Not_living_in'],159
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (2, 7), (1, 1), (0, 7), (4, 1), (4, 2), (3, 6), (1, 1), (3, 3), (0, 5), (3, 3), (3, 3), (1, 2), (3, 3), (4, 4), (5, 7), (2, 2), (0, 0), (4, 7), (0, 5), (1, 1), (5, 0)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'is_place', 'living_in', 'is_underage', 'living_in', 'living_in_same_place', 'living_in_same_place', 'living_in', 'no_sons', 'is_female', 'niece_of', 'no_sons', 'is_underage', 'living_in_same_place', 'no_sisters', 'is_female', 'living_in', 'is_underage', 'no_brothers', 'maternal_grandparent_of', 'living_in_same_place', 'no_brothers', 'living_in_same_place']","(5, 0)","['living_in_same_place', 'aunt_or_uncle_of']",159
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (2, 7), (1, 1), (0, 7), (4, 1), (4, 2), (3, 6), (1, 1), (3, 3), (0, 5), (3, 3), (3, 3), (1, 2), (3, 3), (4, 4), (5, 7), (2, 2), (0, 0), (4, 7), (0, 5), (1, 1), (5, 0)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'is_place', 'living_in', 'is_underage', 'living_in', 'living_in_same_place', 'living_in_same_place', 'living_in', 'no_sons', 'is_female', 'niece_of', 'no_sons', 'is_underage', 'living_in_same_place', 'no_sisters', 'is_female', 'living_in', 'is_underage', 'no_brothers', 'maternal_grandparent_of', 'living_in_same_place', 'no_brothers', 'living_in_same_place']","(3, 7)",['Not_living_in'],159
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (2, 7), (1, 1), (0, 7), (4, 1), (4, 2), (3, 6), (1, 1), (3, 3), (0, 5), (3, 3), (3, 3), (1, 2), (3, 3), (4, 4), (5, 7), (2, 2), (0, 0), (4, 7), (0, 5), (1, 1), (5, 0)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'is_place', 'living_in', 'is_underage', 'living_in', 'living_in_same_place', 'living_in_same_place', 'living_in', 'no_sons', 'is_female', 'niece_of', 'no_sons', 'is_underage', 'living_in_same_place', 'no_sisters', 'is_female', 'living_in', 'is_underage', 'no_brothers', 'maternal_grandparent_of', 'living_in_same_place', 'no_brothers', 'living_in_same_place']","(2, 6)",['Not_living_in'],159
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (2, 7), (1, 1), (0, 7), (4, 1), (4, 2), (3, 6), (1, 1), (3, 3), (0, 5), (3, 3), (3, 3), (1, 2), (3, 3), (4, 4), (5, 7), (2, 2), (0, 0), (4, 7), (0, 5), (1, 1), (5, 0)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'is_place', 'living_in', 'is_underage', 'living_in', 'living_in_same_place', 'living_in_same_place', 'living_in', 'no_sons', 'is_female', 'niece_of', 'no_sons', 'is_underage', 'living_in_same_place', 'no_sisters', 'is_female', 'living_in', 'is_underage', 'no_brothers', 'maternal_grandparent_of', 'living_in_same_place', 'no_brothers', 'living_in_same_place']","(1, 6)",['Not_living_in'],159
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (0, 0), (4, 6), (5, 1), (5, 6), (2, 6), (4, 4), (3, 4), (4, 4), (5, 5), (4, 4), (1, 6), (4, 4), (2, 2), (2, 2), (0, 0), (3, 3), (1, 2), (0, 6), (5, 5), (2, 3)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'no_sisters', 'living_in', 'living_in_same_place', 'living_in', 'maternal_grandparent_of', 'no_daughters', 'living_in_same_place', 'is_female', 'is_female', 'is_underage', 'living_in', 'no_brothers', 'is_male', 'is_underage', 'is_underage', 'is_underage', 'living_in_same_place', 'living_in', 'is_underage', 'living_in_same_place']","(4, 2)",['living_in_same_place'],160
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (0, 0), (4, 6), (5, 1), (5, 6), (2, 6), (4, 4), (3, 4), (4, 4), (5, 5), (4, 4), (1, 6), (4, 4), (2, 2), (2, 2), (0, 0), (3, 3), (1, 2), (0, 6), (5, 5), (2, 3)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'no_sisters', 'living_in', 'living_in_same_place', 'living_in', 'maternal_grandparent_of', 'no_daughters', 'living_in_same_place', 'is_female', 'is_female', 'is_underage', 'living_in', 'no_brothers', 'is_male', 'is_underage', 'is_underage', 'is_underage', 'living_in_same_place', 'living_in', 'is_underage', 'living_in_same_place']","(4, 5)",['living_in_same_place'],160
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (0, 0), (4, 6), (5, 1), (5, 6), (2, 6), (4, 4), (3, 4), (4, 4), (5, 5), (4, 4), (1, 6), (4, 4), (2, 2), (2, 2), (0, 0), (3, 3), (1, 2), (0, 6), (5, 5), (2, 3)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'no_sisters', 'living_in', 'living_in_same_place', 'living_in', 'maternal_grandparent_of', 'no_daughters', 'living_in_same_place', 'is_female', 'is_female', 'is_underage', 'living_in', 'no_brothers', 'is_male', 'is_underage', 'is_underage', 'is_underage', 'living_in_same_place', 'living_in', 'is_underage', 'living_in_same_place']","(3, 2)",['living_in_same_place'],160
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (0, 0), (4, 6), (5, 1), (5, 6), (2, 6), (4, 4), (3, 4), (4, 4), (5, 5), (4, 4), (1, 6), (4, 4), (2, 2), (2, 2), (0, 0), (3, 3), (1, 2), (0, 6), (5, 5), (2, 3)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'no_sisters', 'living_in', 'living_in_same_place', 'living_in', 'maternal_grandparent_of', 'no_daughters', 'living_in_same_place', 'is_female', 'is_female', 'is_underage', 'living_in', 'no_brothers', 'is_male', 'is_underage', 'is_underage', 'is_underage', 'living_in_same_place', 'living_in', 'is_underage', 'living_in_same_place']","(4, 3)",['living_in_same_place'],160
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (0, 0), (4, 6), (5, 1), (5, 6), (2, 6), (4, 4), (3, 4), (4, 4), (5, 5), (4, 4), (1, 6), (4, 4), (2, 2), (2, 2), (0, 0), (3, 3), (1, 2), (0, 6), (5, 5), (2, 3)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'no_sisters', 'living_in', 'living_in_same_place', 'living_in', 'maternal_grandparent_of', 'no_daughters', 'living_in_same_place', 'is_female', 'is_female', 'is_underage', 'living_in', 'no_brothers', 'is_male', 'is_underage', 'is_underage', 'is_underage', 'living_in_same_place', 'living_in', 'is_underage', 'living_in_same_place']","(1, 5)",['living_in_same_place'],160
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (0, 0), (4, 6), (5, 1), (5, 6), (2, 6), (4, 4), (3, 4), (4, 4), (5, 5), (4, 4), (1, 6), (4, 4), (2, 2), (2, 2), (0, 0), (3, 3), (1, 2), (0, 6), (5, 5), (2, 3)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'no_sisters', 'living_in', 'living_in_same_place', 'living_in', 'maternal_grandparent_of', 'no_daughters', 'living_in_same_place', 'is_female', 'is_female', 'is_underage', 'living_in', 'no_brothers', 'is_male', 'is_underage', 'is_underage', 'is_underage', 'living_in_same_place', 'living_in', 'is_underage', 'living_in_same_place']","(2, 1)",['living_in_same_place'],160
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (0, 0), (4, 6), (5, 1), (5, 6), (2, 6), (4, 4), (3, 4), (4, 4), (5, 5), (4, 4), (1, 6), (4, 4), (2, 2), (2, 2), (0, 0), (3, 3), (1, 2), (0, 6), (5, 5), (2, 3)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'no_sisters', 'living_in', 'living_in_same_place', 'living_in', 'maternal_grandparent_of', 'no_daughters', 'living_in_same_place', 'is_female', 'is_female', 'is_underage', 'living_in', 'no_brothers', 'is_male', 'is_underage', 'is_underage', 'is_underage', 'living_in_same_place', 'living_in', 'is_underage', 'living_in_same_place']","(3, 6)",['living_in'],160
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (0, 0), (4, 6), (5, 1), (5, 6), (2, 6), (4, 4), (3, 4), (4, 4), (5, 5), (4, 4), (1, 6), (4, 4), (2, 2), (2, 2), (0, 0), (3, 3), (1, 2), (0, 6), (5, 5), (2, 3)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'no_sisters', 'living_in', 'living_in_same_place', 'living_in', 'maternal_grandparent_of', 'no_daughters', 'living_in_same_place', 'is_female', 'is_female', 'is_underage', 'living_in', 'no_brothers', 'is_male', 'is_underage', 'is_underage', 'is_underage', 'living_in_same_place', 'living_in', 'is_underage', 'living_in_same_place']","(1, 3)",['living_in_same_place'],160
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (0, 0), (4, 6), (5, 1), (5, 6), (2, 6), (4, 4), (3, 4), (4, 4), (5, 5), (4, 4), (1, 6), (4, 4), (2, 2), (2, 2), (0, 0), (3, 3), (1, 2), (0, 6), (5, 5), (2, 3)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'no_sisters', 'living_in', 'living_in_same_place', 'living_in', 'maternal_grandparent_of', 'no_daughters', 'living_in_same_place', 'is_female', 'is_female', 'is_underage', 'living_in', 'no_brothers', 'is_male', 'is_underage', 'is_underage', 'is_underage', 'living_in_same_place', 'living_in', 'is_underage', 'living_in_same_place']","(2, 6)","['maternal_grandparent_of', 'living_in']",160
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (0, 0), (4, 6), (5, 1), (5, 6), (2, 6), (4, 4), (3, 4), (4, 4), (5, 5), (4, 4), (1, 6), (4, 4), (2, 2), (2, 2), (0, 0), (3, 3), (1, 2), (0, 6), (5, 5), (2, 3)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'no_sisters', 'living_in', 'living_in_same_place', 'living_in', 'maternal_grandparent_of', 'no_daughters', 'living_in_same_place', 'is_female', 'is_female', 'is_underage', 'living_in', 'no_brothers', 'is_male', 'is_underage', 'is_underage', 'is_underage', 'living_in_same_place', 'living_in', 'is_underage', 'living_in_same_place']","(1, 4)",['living_in_same_place'],160
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (0, 0), (4, 6), (5, 1), (5, 6), (2, 6), (4, 4), (3, 4), (4, 4), (5, 5), (4, 4), (1, 6), (4, 4), (2, 2), (2, 2), (0, 0), (3, 3), (1, 2), (0, 6), (5, 5), (2, 3)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'no_sisters', 'living_in', 'living_in_same_place', 'living_in', 'maternal_grandparent_of', 'no_daughters', 'living_in_same_place', 'is_female', 'is_female', 'is_underage', 'living_in', 'no_brothers', 'is_male', 'is_underage', 'is_underage', 'is_underage', 'living_in_same_place', 'living_in', 'is_underage', 'living_in_same_place']","(3, 5)",['living_in_same_place'],160
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (0, 0), (4, 6), (5, 1), (5, 6), (2, 6), (4, 4), (3, 4), (4, 4), (5, 5), (4, 4), (1, 6), (4, 4), (2, 2), (2, 2), (0, 0), (3, 3), (1, 2), (0, 6), (5, 5), (2, 3)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'no_sisters', 'living_in', 'living_in_same_place', 'living_in', 'maternal_grandparent_of', 'no_daughters', 'living_in_same_place', 'is_female', 'is_female', 'is_underage', 'living_in', 'no_brothers', 'is_male', 'is_underage', 'is_underage', 'is_underage', 'living_in_same_place', 'living_in', 'is_underage', 'living_in_same_place']","(5, 3)",['living_in_same_place'],160
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (0, 0), (4, 6), (5, 1), (5, 6), (2, 6), (4, 4), (3, 4), (4, 4), (5, 5), (4, 4), (1, 6), (4, 4), (2, 2), (2, 2), (0, 0), (3, 3), (1, 2), (0, 6), (5, 5), (2, 3)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'no_sisters', 'living_in', 'living_in_same_place', 'living_in', 'maternal_grandparent_of', 'no_daughters', 'living_in_same_place', 'is_female', 'is_female', 'is_underage', 'living_in', 'no_brothers', 'is_male', 'is_underage', 'is_underage', 'is_underage', 'living_in_same_place', 'living_in', 'is_underage', 'living_in_same_place']","(5, 4)",['living_in_same_place'],160
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (0, 0), (4, 6), (5, 1), (5, 6), (2, 6), (4, 4), (3, 4), (4, 4), (5, 5), (4, 4), (1, 6), (4, 4), (2, 2), (2, 2), (0, 0), (3, 3), (1, 2), (0, 6), (5, 5), (2, 3)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'no_sisters', 'living_in', 'living_in_same_place', 'living_in', 'maternal_grandparent_of', 'no_daughters', 'living_in_same_place', 'is_female', 'is_female', 'is_underage', 'living_in', 'no_brothers', 'is_male', 'is_underage', 'is_underage', 'is_underage', 'living_in_same_place', 'living_in', 'is_underage', 'living_in_same_place']","(2, 5)",['living_in_same_place'],160
